URL,Marktbericht KW,Haltungsform,Label,weiß XL,weiß L,weiß M,weiß S
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-37-2022-kopie.html,Marktbericht KW 38/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 21,75 (+0,35) "," 13,30 (+0,60)"," 11,85 (+0,60)"," 10,00 (+0,25)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-36-2022-kopie.html,Marktbericht KW 37/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 21,40 (+0,40) "," 12,70 (+0,47)"," 11,25 (+0,50)","   9,75 (+0,25)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-35-2022-kopie.html,Marktbericht KW 36/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 21,00 (+0,30) "," 12,23 (+0,50)"," 10,75 (+0,47)","   9,50 (+0,10)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-34-2022-kopie.html,Marktbericht KW 35/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,70 (+0,20) "," 11,73 (+0,38)"," 10,28 (+0,48)","   9,40 (+0,10)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-33-3022-kopie.html,Marktbericht KW 34/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,50 (+0,10) "," 11,35 (+0,15)","   9,80 (+0,20)","   9,30 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-32-3022-kopie.html,Marktbericht KW 33/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,40 (+0,10) "," 11,20 (+0,10)","   9,60 (  0,00)","   9,30 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-31-2022-kopie.html,Marktbericht KW 32/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,30 (+0,07) "," 11,10 (+0,10)","   9,60 (  0,00)","   9,30 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-30-2022-kopie.html,Marktbericht KW 31/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,23 (+0,03) "," 11,00 (  0,00)","   9,60 (  0,00)","   9,30 ( -0,10)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-29-2022-kopie.html,Marktbericht KW 30/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,20 (+0,02) "," 11,00 (  0,00)","   9,60 ( -0,15)","   9,40 ( -0,23)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-28-2022-kopie.html,Marktbericht KW 29/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,18 ( -0,02) "," 11,00 ( -0,10)","   9,75 ( -0,25)","   9,63 ( -0,07)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-27-2022-kopie.html,Marktbericht KW 28/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,20 (  0,00) "," 11,10 ( -0,20)"," 10,00 ( -0,25)","   9,70 ( -0,20)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-26-2022-kopie.html,Marktbericht KW 27/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,20 (+0,05) "," 11,30 ( -0,10)"," 10,25 ( -0,25)","   9,90 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-25-2022-kopie.html,Marktbericht KW 26/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,15 (  0,00) "," 11,40 (  0,00)"," 10,50 (  0,00)","   9,90 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-24-2022-kopie.html,Marktbericht KW 25/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,15 (+0,15) "," 11,40 (+0,10)"," 10,50 (+0,05)","   9,90 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-23-2022-kopie.html,Marktbericht KW 24/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,00 (  0,00) "," 11,30 (  0,00)"," 10,45 (  0,00)","   9,90 (+0,05)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-22-2022-kopie.html,Marktbericht KW 23/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,00 (  0,00) "," 11,30 (+0,02)"," 10,45 (+0,05)","   9,85 (+0,05)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-21-2022-kopie.html,Marktbericht KW 22/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,00 (  0,00) "," 11,28 (  0,00)"," 10,40 ( -0,03)","   9,80 (+0,05)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-20-2022-kopie.html,Marktbericht KW 21/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,00 (  0,00) "," 11,28 ( -0,02)"," 10,43 ( -0,02)","   9,75 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-19-2022-kopie.html,Marktbericht KW 20/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,00 (  0,00) "," 11,30 ( -0,10)"," 10,45 ( -0,05)","   9,75 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-18-2022-kopie.html,Marktbericht KW 19/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,00 ( -0,15) "," 11,40 ( -0,35)"," 10,50 ( -0,35)","   9,75 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-17-2022-kopie.html,Marktbericht KW 18/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,15 (  0,00) "," 11,75 ( -0,50)"," 10,85 ( -0,40)","   9,75 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-16-2022-kopie.html,Marktbericht KW 17/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,15 ( -0,25) "," 12,25 ( -0,35)"," 11,25 ( -0,35)","   9,75 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-15-2022-kopie.html,Marktbericht KW 16/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,40 ( -0,10) "," 12,60 ( -0,40)"," 11,60 ( -0,40)","   9,75 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-14-2022-kopie.html,Marktbericht KW 15/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,50 (  0,00) "," 13,00 (  0,00)"," 12,00 (  0,00)","   9,75 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-13-2022-kopie.html,Marktbericht KW 14/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,50 (+0,10) "," 13,00 (+0,25)"," 12,00 (+0,25)","   9,75 (+0,25)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-12-2022-kopie.html,Marktbericht KW 13/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,40 (+0,40) "," 12,75 (+0,80)"," 11,75 (+0,75)","   9,50 (+0,50)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-11-2022-kopie.html,Marktbericht KW 12/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 20,00 (+0,62) "," 11,95 (+1,20)"," 11,00 (+1,00)","   9,00 (+1,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-10-2022-kopie.html,Marktbericht KW 11/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 19,38 (+0,80) "," 10,75 (+0,90)"," 10,00 (+0,77)","   8,00 (+0,87)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-09-2022-kopie.html,Marktbericht KW 10/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 18,58 (+0,18) ","   9,85 (+0,30)","   9,23 (+0,33)","   7,13 (+0,25)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-08-2022-kopie.html,Marktbericht KW 09/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 18,40 (+0,10) ","   9,55 (+0,15)","   8,90 (+0,12)","   6,88 (+0,13)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-07-2022-kopie.html,Marktbericht KW 08/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 18,30 (+0,30) ","   9,40 (+0,40)","   8,78 (+0,43)","   6,75 (+0,25)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-06-2022-kopie.html,Marktbericht KW 07/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 18,00 (+0,10) ","   9,00 (+0,50)","   8,35 (+0,60)","   6,50 (+0,25)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-05-2022-kopie.html,Marktbericht KW 06/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 17,90 (+0,10) ","   8,50 (+0,27)","   7,75 (+0,40)","   6,25 (+0,12)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-04-2022-kopie.html,Marktbericht KW 05/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 17,80 (  0,00) ","   8,23 (+0,08)","   7,35 (+0,05)","   6,13 (+0,05)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-03-2022-kopie.html,Marktbericht KW 04/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 17,80 (  0,00) ","   8,15 (  0,00)","   7,30 (  0,00)","   6,08 (  0,00)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-02-2022-kopie.html,Marktbericht KW 03/2022,Weser-Ems-Notierung/ Bodenhaltung,(deutsch KAT)(," 17,80 (  0,00) ","   8,15 (  0,00)","   7,30 (  0,00)","   6,08 (+0,08)"
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-01-2022-kopie.html,Marktbericht KW 02/2022,"",""," 17,80 ( -0,10) ","   8,15 ( -0,10) ","   7,30 ( -0,15)","   6,00 ( -0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-52-2021-kopie.html,Marktbericht KW 01/2022,"",""," 17,90 ( -0,10) ","   8,25 ( -0,23) ","   7,45 ( -0,15)","   6,05 ( -0,13) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-51-2021-kopie.html,Marktbericht KW 52/2021,"",""," 18,00 ( -0,15) ","   8,48 ( -0,12) ","   7,60 ( -0,20)","   6,18 ( -0,02) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-50-2021-kopie.html,Marktbericht KW 51/2021,"",""," 18,15 (  0,00) ","   8,60 (  0,00) ","   7,80 ( -0,03)","   6,20 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-49-2021-kopie.html,Marktbericht KW 50/2021,"",""," 18,15 (+0,15) ","   8,60 (+0,20) ","   7,83 (+0,23)","   6,20 (+0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-48-2021-kopie.html,Marktbericht KW 49/2021,"",""," 18,00 (  0,00) ","   8,40 (+0,15) ","   7,60 (+0,15)","   6,15 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-47-2021-kopie.html,Marktbericht KW 48/2021,"",""," 18,00 (  0,00) ","   8,25 (  0,00) ","   7,45 (  0,00)","   6,15 (+0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-46-2021-kopie.html,Marktbericht KW 47/2021,"",""," 18,00 (  0,00) ","   8,25 (  0,00) ","   7,45 (  0,00)","   6,10 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-45-2021-kopie.html,Marktbericht KW 46/2021,"",""," 18,00 (  0,00) ","   8,25 (+0,05) ","   7,45 (+0,02)","   6,10 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-44-2021-kopie.html,Marktbericht KW 45/2021,"",""," 18,00 (  0,00) ","   8,20 (+0,02) ","   7,43 (+0,03)","   6,10 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-43-2021-kopie.html,Marktbericht KW 44/2021,"",""," 18,00 (  0,00) ","   8,18 (+0,08) ","   7,40 (+0,05)","   6,10 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-42-2021-kopie.html,Marktbericht KW 43/2021,"",""," 18,00 (  0,00) ","   8,10 (+0,17) ","   7,35 (+0,15)","   6,10 (+0,07) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-41-2021-kopie.html,Marktbericht KW 42/2021,"",""," 18,00 (  0,00) ","   7,93 (+0,08) ","   7,20 (+0,10)","   6,03 (+0,03) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-40-2021-kopie.html,Marktbericht KW 41/2021,"",""," 18,00 (  0,00) ","   7,85 (+0,02) ","   7,10 (  0,00)","   6,00 (+0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-39-2021-kopie.html,Marktbericht KW 40/2021,"",""," 18,00 (  0,00) ","   7,83 (+0,08) ","   7,10 (  0,00)","   5,95 (+0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-38-2021-kopie.html,Marktbericht KW 39/2021,"",""," 18,00 (  0,00) ","   7,75 (  0,00) ","   7,10 (+0,07)","   5,90 (+0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-37-2021-kopie.html,Marktbericht KW 38/2021,"",""," 18,00 (  0,00) ","   7,75 (+0,15) ","   7,03 (+0,13)","   5,80 (+0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-36-2021-kopie.html,Marktbericht KW 37/2021,"",""," 18,00 (+0,20) ","   7,60 (+0,35) ","   6,90 (+0,40)","   5,75 (+0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-35-2021-kopie.html,Marktbericht KW 36/2021,"",""," 17,80 (+0,05) ","   7,25 (+0,25) ","   6,50 (+0,25)","   5,65 (+0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-34-2021-kopie.html,Marktbericht KW 35/2021,"",""," 17,75 (+0,15) ","   7,00 (+0,25) ","   6,25 (+0,25)","   5,55 (+0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-33-2021-kopie.html,Marktbericht KW 34/2021,"",""," 17,60 (+0,10) ","   6,75 (+0,05) ","   6,00 (+0,20)","   5,50 (+0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-32-2021-kopie.html,Marktbericht KW 33/2021,"",""," 17,50 (+0,10) ","   6,70 (+0,10) ","   5,80 (  0,00)","   5,40 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-31-2021-kopie.html,Marktbericht KW 32/2021,"",""," 17,40 (  0,00) ","   6,60 (  0,00) ","   5,80 (+0,02)","   5,40 ( -0,13) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-30-2021-kopie.html,Marktbericht KW 31/2021,"",""," 17,40 (  0,00) ","   6,60 (  0,00) ","   5,78 ( -0,02)","   5,53 ( -0,07) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-29-2021-kopie.html,Marktbericht KW 30/2021,"",""," 17,40 ( -0,03) ","   6,60 (  0,00) ","   5,80 ( -0,10)","   5,60 ( -0,03) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-28-2021-kopie.html,Marktbericht KW 29/2021,"",""," 17,43 (  0,00) ","   6,60 ( -0,15) ","   5,90 ( -0,10)","   5,63 ( -0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-27-2021-kopie.html,Marktbericht KW 28/2021,"",""," 17,43 ( -0,02) ","   6,75 ( -0,20) ","   6,00 ( -0,15)","   5,73 ( -0,27) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-26-2021-kopie.html,Marktbericht KW 27/2021,"",""," 17,45 ( -0,05) ","   6,95 ( -0,18) ","   6,15 ( -0,18)","   6,00 ( -0,23) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-25-2021-kopie.html,Marktbericht KW 26/2021,"",""," 17,50 (  0,00) ","   7,13 ( -0,12) ","   6,33 ( -0,12)","   6,23 ( -0,02) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-24-2021-kopie.html,Marktbericht KW 25/2021,"",""," 17,50 (+0,10) ","   7,25 (  0,00) ","   6,45 (  0,00)","   6,25 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-23-2021-kopie.html,Marktbericht KW 24/2021,"",""," 17,40 (  0,00) ","   7,25 (  0,00) ","   6,45 (+0,02)","   6,25 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-22-2021-kopie.html,Marktbericht KW 23/2021,"",""," 17,40 (+0,05) ","   7,25 (+0,05) ","   6,43 (+0,08)","   6,25 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-21-2021-kopie.html,Marktbericht KW 22/2021,"",""," 17,35 (+0,05) ","   7,20 (+0,07) ","   6,35 (+0,07)","   6,25 (+0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-20-2021-kopie.html,Marktbericht KW 21/2021,"",""," 17,30 (+0,05) ","   7,13 (+0,13) ","   6,28 (+0,08)","   6,15 (+0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-19-2021-kopie.html,Marktbericht KW 20/2021,"",""," 17,25 (  0,00) ","   7,00 (  0,00) ","   6,20 (  0,00)","   6,05 (+0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-18-2021-kopie.html,Marktbericht KW 19/2021,"",""," 17,25 (  0,00) ","   7,00 ( -0,13) ","   6,20 ( -0,03)","   6,00 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-17-2021-kopie.html,Marktbericht KW 18/2021,"",""," 17,25 ( -0,05) ","   7,13 ( -0,12) ","   6,23 ( -0,12)","   6,00 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-16-2021-kopie.html,Marktbericht KW 17/2021,"",""," 17,30 ( -0,10) ","   7,25 ( -0,25) ","   6,35 ( -0,15)","   6,00 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-15-2021-kopie.html,Marktbericht KW 16/2021,"",""," 17,40 ( -0,10) ","   7,50 ( -0,50) ","   6,50 ( -0,45)","   6,00 ( -0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-14-2021-kopie.html,Marktbericht KW 15/2021,"",""," 17,50 ( -0,25) ","   8,00 ( -0,50) ","   6,95 ( -0,90)","   6,05 ( -0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-13-2021-kopie.html,Marktbericht KW 14/2021,"",""," 17,75 ( -0,25) ","   8,50 ( -0,50) ","   7,85 ( -0,70)","   6,15 ( -0,19) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-12-2021-kopie.html,Marktbericht KW 13/2021,"",""," 18,00 (  0,00) ","   9,00 ( -0,03) ","   8,55 ( -0,05)","   6,34 (+0,01) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-11-2021-kopie.html,Marktbericht KW 12/2021,"",""," 18,00 (  0,00) ","   9,03 (+0,03) ","   8,60 (+0,20)","   6,33 (+0,08) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-10-2021-kopie.html,Marktbericht KW 11/2021,"",""," 18,00 (+0,05) ","   9,00 (+0,05) ","   8,40 (  0,00)","   6,25 (+0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-09-2021-kopie.html,Marktbericht KW 10/2021,"",""," 17,95 (+0,12) ","   8,95 (+0,02) ","   8,40 (+0,15)","   6,15 (+0,12) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-08-2021-kopie.html,Marktbericht KW 09/2021,"",""," 17,83 (+0,08) ","   8,93 (+0,18) ","   8,25 (+0,15)","   6,03 (+0,23) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-07-2021-kopie.html,Marktbericht KW 08/2021,"",""," 17,75 (+0,15) ","   8,75 (+0,30) ","   8,10 (+0,35)","   5,80 (+0,15) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-06-2021-kopie.html,Marktbericht KW 07/2021,"",""," 17,60 (+0,10) ","   8,45 (+0,20) ","   7,75 (+0,15)","   5,65 (+0,12) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-05-2021-kopie.html,Marktbericht KW 06/2021,"",""," 17,50 (+0,15) ","   8,25 (+0,25) ","   7,60 (+0,35)","   5,53 (+0,13) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-04-2021-kopie.html,Marktbericht KW 05/2021,"",""," 17,35 (+0,10) ","   8,00 (+0,20) ","   7,25 (+0,25)","   5,40 (+0,15) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-03-2021-kopie.html,Marktbericht KW 04/2021,"",""," 17,25 (+0,05) ","   7,80 (+0,10) ","   7,00 (+0,40)","   5,25 (+0,25) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-02-2021-kopie.html,Marktbericht KW 03/2021,"",""," 17,20 (+0,10) ","   7,70 (+0,22) ","   6,60 (+0,20)","   5,00 (+0,15) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-01-2021-kopie.html,Marktbericht KW 02/2021,"",""," 17,10 (  0,00) ","   7,48 (  0,00) ","   6,40 (+0,02)","   4,85 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-53-2020-kopie.html,Marktbericht KW 01/2021,"",""," 17,10 (  0,00) ","   7,48 (  0,00) ","   6,38 (  0,00)","   4,85 (+0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-52-2020-kopie.html,Marktbericht KW 53/2020,"",""," 17,10 (+0,05) ","   7,48 (  0,00) ","   6,38 (  0,00)","   4,80 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-51-2020-kopie.html,Marktbericht KW 52/2020,"",""," 17,05 (+0,05) ","   7,48 (+0,38) ","   6,38 (+0,38)","   4,80 (+0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-50-2020-kopie.html,Marktbericht KW 51/2020,"",""," 17,00 (  0,00) ","   7,10 (+0,20) ","   6,00 (+0,25)","   4,70 (+0,02) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-49-2020-kopie.html,Marktbericht KW 50/2020,"",""," 17,00 (  0,00) ","   6,90 (  0,00) ","   5,75 (  0,00)","   4,68 (+0,03) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-48-2020-kopie.html,Marktbericht KW 49/2020,"",""," 17,00 (  0,00) ","   6,90 (  0,00) ","   5,75 ( -0,03)","   4,65 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-47-2020-kopie.html,Marktbericht KW 48/2020,"",""," 17,00 (  0,00) ","   6,90 (  0,00) ","   5,78 (  0,00)","   4,65 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-46-2020-kopie.html,Marktbericht KW 47/2020,"",""," 17,00 (  0,00) ","   6,90 ( -0,03) ","   5,78 ( -0,02)","   4,65 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-45-2020-kopie.html,Marktbericht KW 46/2020,"",""," 17,00 (  0,00) ","   6,93 ( -0,07) ","   5,80 ( -0,05)","   4,65 ( -0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-44-2020-kopie.html,Marktbericht KW 45/2020,"",""," 17,00 (  0,00) ","   7,00 ( -0,10) ","   5,85 ( -0,15)","   4,75 ( -0,18) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-43-2020-kopie.html,Marktbericht KW 44/2020,"",""," 17,00 (  0,00) ","   7,10 (  0,00) ","   6,00 ( -0,20)","   4,93 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-42-2020-kopie.html,Marktbericht KW 43/2020,"",""," 17,00 (  0,00) ","   7,10 (  0,00) ","   6,20 (  0,00)","   4,93 ( -0,02) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-41-2020-kopie.html,Marktbericht KW 42/2020,"",""," 17,00 (  0,00) ","   7,10 (  0,00) ","   6,20 (  0,00)","   4,95 ( -0,05) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-40-2020-kopie.html,Marktbericht KW 41/2020,"",""," 17,00 (  0,00) ","   7,10 (  0,00) ","   6,20 (  0,00)","   5,00 ( -0,03) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-38-2020-kopie156.html,Marktbericht KW 39/2020,"",""," 16,90 (+0,20) ","   7,00 (+0,15) ","   6,15 (+0,15)","   5,00 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-38-2020-kopie.html,Marktbericht KW 40/2020,"",""," 17,00 (+0,10) ","   7,10 (+0,10) ","   6,20 (+0,05)","   5,03 (+0,03) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-37-2020-kopie.html,Marktbericht KW 38/2020,"",""," 16,70 (+0,20) ","   6,85 (+0,10) ","   6,00 (  0,00)","   5,00 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-36-2020-kopie.html,Marktbericht KW 37/2020,"",""," 16,50 (  0,00) ","   6,75 (  0,00) ","   6,00 (  0,00)","   5,00 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-35-2020-kopie.html,Marktbericht KW 36/2020,"",""," 16,50 (  0,00) ","   6,75 (  0,00) ","   6,00 (  0,00)","   5,00 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-34-2020-kopie.html,Marktbericht KW 35/2020,"",""," 16,50 (  0,00) ","   6,75 ( -0,10) ","   6,00 ( -0,10)","   5,00 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-33-2020-kopie.html,Marktbericht KW 34/2020,"",""," 16,50 (  0,00) ","   6,85 ( -0,05) ","   6,10 ( -0,03)","   5,00 (  0,00) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-32-2020-kopie.html,Marktbericht KW 33/2020,"",""," 16,50 (  0,00) ","   6,90 ( -0,15) ","   6,13 ( -0,22)","   5,00 ( -0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-31-2020-kopie.html,Marktbericht KW 32/2020,"",""," 16,50 (  0,00) ","   7,05 ( -0,25) ","   6,35 ( -0,15)","   5,10 ( -0,10) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-30-2020-kopie.html,Marktbericht KW 31/2020,"",""," 16,50 (  0,00) ","   7,30 ( -0,20) ","   6,50 ( -0,25)","   5,20 ( -0,30) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-29-2020-kopie.html,Marktbericht KW 30/2020,"",""," 16,50 ( -0,10) ","   7,50 ( -0,30) ","   6,75 ( -0,25)","   5,50 ( -0,30) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-28-2020-kopie.html,Marktbericht KW 29/2020,"",""," 16,60 (  0,00) ","   7,80 ( -0,30) ","   7,00 ( -0,25)","   5,80 ( -0,30) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-27-2020-kopie.html,Marktbericht KW 28/2020,"",""," 16,60 ( -0,10) ","   8,10 ( -0,30) ","   7,25 ( -0,30)","   6,10 ( -0,30) "
https://www.deu-eier.de/service/marktbericht/marktbericht-kw-26-2020-kopie.html,Marktbericht KW 27/2020,"",""," 16,70 (  0,00) ","   8,40 (  0,00) ","   7,55 ( -0,05)","   6,40 ( -0,05) "
